"year","area","country","model_fleet","model_metier","stock","landings","fleet_type"
2011,"3AS","DK","DK_Static","GN1.3AS","POK",0.2636686472,"main"
2012,"3AS","DK","DK_Static","GN1.3AS","POK",0.4934622033,"main"
2013,"3AS","DK","DK_Static","GN1.3AS","POK",0.0616287173,"main"
2014,"3AS","DK","DK_Static","GN1.3AS","POK",0.308607883,"main"
2015,"3AS","DK","DK_Static","GN1.3AS","POK",0.4670851391,"main"
2016,"3AS","DK","DK_Static","GN1.3AS","POK",0.6990054061,"main"
2017,"3AS","DK","DK_Static","GN1.3AS","POK",1.3762075537,"main"
2018,"3AS","DK","DK_Static","GN1.3AS","POK",1.3673893371,"main"
2019,"3AS","DK","DK_Static","GN1.3AS","POK",0.0690926405,"main"
2020,"3AS","DK","DK_Static","GN1.3AS","POK",0.0061117698,"main"
2021,"3AS","DK","DK_Static","GN1.3AS","POK",0.0103070781,"main"
2022,"3AS","DK","DK_Static","GN1.3AS","POK",0.0030514014,"main"
2009,"3AS","DK","DK_Static","GN1.3AS","WIT",0.1086813756,"main"
2010,"3AS","DK","DK_Static","GN1.3AS","WIT",0.0260847001,"main"
2011,"3AS","DK","DK_Static","GN1.3AS","WIT",0.0595555475,"main"
2012,"3AS","DK","DK_Static","GN1.3AS","WIT",0.042577702,"main"
2013,"3AS","DK","DK_Static","GN1.3AS","WIT",0.2666201587,"main"
2014,"3AS","DK","DK_Static","GN1.3AS","WIT",0.099177851,"main"
2015,"3AS","DK","DK_Static","GN1.3AS","WIT",0.4384338698,"main"
2016,"3AS","DK","DK_Static","GN1.3AS","WIT",1.4997208616,"main"
2017,"3AS","DK","DK_Static","GN1.3AS","WIT",0.308,"main"
2018,"3AS","DK","DK_Static","GN1.3AS","WIT",1.9730265688,"main"
2019,"3AS","DK","DK_Static","GN1.3AS","WIT",0.3100012911,"main"
2020,"3AS","DK","DK_Static","GN1.3AS","WIT",0.0220066824,"main"
2021,"3AS","DK","DK_Static","GN1.3AS","WIT",0.0080082433,"main"
2022,"3AS","DK","DK_Static","GN1.3AS","WIT",0.0019999432,"main"
2009,"4","DK","DK_Static","GN1.4","COD-NS",1874.3481133242,"main"
2010,"4","DK","DK_Static","GN1.4","COD-NS",2200.2158074489,"main"
2011,"4","DK","DK_Static","GN1.4","COD-NS",1898.7886850143,"main"
2012,"4","DK","DK_Static","GN1.4","COD-NS",1552.6635090021,"main"
2013,"4","DK","DK_Static","GN1.4","COD-NS",1338.6954212987,"main"
2014,"4","DK","DK_Static","GN1.4","COD-NS",1707.8355904655,"main"
2015,"4","DK","DK_Static","GN1.4","COD-NS",1620.7079944822,"main"
2016,"4","DK","DK_Static","GN1.4","COD-NS",1445.5037628606,"main"
2017,"4","DK","DK_Static","GN1.4","COD-NS",1238.9292895772,"main"
2018,"4","DK","DK_Static","GN1.4","COD-NS",761.2908537924,"main"
2019,"4","DK","DK_Static","GN1.4","COD-NS",635.5129990416,"main"
2020,"4","DK","DK_Static","GN1.4","COD-NS",503.9799117492,"main"
2021,"4","DK","DK_Static","GN1.4","COD-NS",408.5772191603,"main"
2022,"4","DK","DK_Static","GN1.4","COD-NS",440.3341935974,"main"
2009,"4","DK","DK_Static","GN1.4","HAD",30.9431109105,"main"
2010,"4","DK","DK_Static","GN1.4","HAD",48.8653695304,"main"
2011,"4","DK","DK_Static","GN1.4","HAD",46.4970540134,"main"
2012,"4","DK","DK_Static","GN1.4","HAD",25.7517516186,"main"
2013,"4","DK","DK_Static","GN1.4","HAD",73.6952657539,"main"
2014,"4","DK","DK_Static","GN1.4","HAD",44.4432256748,"main"
2015,"4","DK","DK_Static","GN1.4","HAD",38.5196579772,"main"
2016,"4","DK","DK_Static","GN1.4","HAD",40.3625034346,"main"
2017,"4","DK","DK_Static","GN1.4","HAD",38.3174942084,"main"
2018,"4","DK","DK_Static","GN1.4","HAD",23.9537766508,"main"
2019,"4","DK","DK_Static","GN1.4","HAD",13.043863487,"main"
2020,"4","DK","DK_Static","GN1.4","HAD",20.8133898322,"main"
2021,"4","DK","DK_Static","GN1.4","HAD",19.6586989403,"main"
2022,"4","DK","DK_Static","GN1.4","HAD",25.7678938253,"main"
2011,"4","DK","DK_Static","GN1.4","NEP32",0.002,"main"
2011,"4","DK","DK_Static","GN1.4","NEP33",0.004,"main"
2016,"4","DK","DK_Static","GN1.4","NEP33",0.005,"main"
2009,"4","DK","DK_Static","GN1.4","NEP5",0.032,"main"
2010,"4","DK","DK_Static","GN1.4","NEP5",0.048,"main"
2011,"4","DK","DK_Static","GN1.4","NEP5",0.003,"main"
2013,"4","DK","DK_Static","GN1.4","NEP5",0.005,"main"
2015,"4","DK","DK_Static","GN1.4","NEP5",0.007,"main"
2016,"4","DK","DK_Static","GN1.4","NEP5",0.002,"main"
2017,"4","DK","DK_Static","GN1.4","NEP5",0.04,"main"
2009,"4","DK","DK_Static","GN1.4","NEPOTH-NS",0.029,"main"
2010,"4","DK","DK_Static","GN1.4","NEPOTH-NS",0.113,"main"
2011,"4","DK","DK_Static","GN1.4","NEPOTH-NS",0.038,"main"
2012,"4","DK","DK_Static","GN1.4","NEPOTH-NS",0.024,"main"
2013,"4","DK","DK_Static","GN1.4","NEPOTH-NS",0.031,"main"
2014,"4","DK","DK_Static","GN1.4","NEPOTH-NS",0.049,"main"
2015,"4","DK","DK_Static","GN1.4","NEPOTH-NS",0.047,"main"
2016,"4","DK","DK_Static","GN1.4","NEPOTH-NS",0.012,"main"
2017,"4","DK","DK_Static","GN1.4","NEPOTH-NS",0.004,"main"
2018,"4","DK","DK_Static","GN1.4","NEPOTH-NS",0.001,"main"
2009,"4","DK","DK_Static","GN1.4","PLE-NS",2169.1865557262,"main"
2010,"4","DK","DK_Static","GN1.4","PLE-NS",2317.7451717753,"main"
2011,"4","DK","DK_Static","GN1.4","PLE-NS",2652.9565879807,"main"
2012,"4","DK","DK_Static","GN1.4","PLE-NS",3072.4215748873,"main"
2013,"4","DK","DK_Static","GN1.4","PLE-NS",4326.4516818961,"main"
2014,"4","DK","DK_Static","GN1.4","PLE-NS",3456.0002121694,"main"
2015,"4","DK","DK_Static","GN1.4","PLE-NS",3174.2874330982,"main"
2016,"4","DK","DK_Static","GN1.4","PLE-NS",3590.6839854742,"main"
2017,"4","DK","DK_Static","GN1.4","PLE-NS",2912.4097696111,"main"
2018,"4","DK","DK_Static","GN1.4","PLE-NS",3106.0368719929,"main"
2019,"4","DK","DK_Static","GN1.4","PLE-NS",2252.8785966428,"main"
2020,"4","DK","DK_Static","GN1.4","PLE-NS",2020.014399303,"main"
2021,"4","DK","DK_Static","GN1.4","PLE-NS",2185.4515053926,"main"
2022,"4","DK","DK_Static","GN1.4","PLE-NS",1458.1094321518,"main"
2009,"4","DK","DK_Static","GN1.4","POK",49.4387378466,"main"
2010,"4","DK","DK_Static","GN1.4","POK",51.9904044075,"main"
2011,"4","DK","DK_Static","GN1.4","POK",46.2389404969,"main"
2012,"4","DK","DK_Static","GN1.4","POK",37.2595132685,"main"
2013,"4","DK","DK_Static","GN1.4","POK",157.0467724351,"main"
2014,"4","DK","DK_Static","GN1.4","POK",54.9400162189,"main"
2015,"4","DK","DK_Static","GN1.4","POK",38.6359951676,"main"
2016,"4","DK","DK_Static","GN1.4","POK",22.8563665636,"main"
2017,"4","DK","DK_Static","GN1.4","POK",46.4980239753,"main"
2018,"4","DK","DK_Static","GN1.4","POK",28.1345934224,"main"
2019,"4","DK","DK_Static","GN1.4","POK",28.6790151391,"main"
2020,"4","DK","DK_Static","GN1.4","POK",6.5062217228,"main"
2021,"4","DK","DK_Static","GN1.4","POK",2.5328647494,"main"
2022,"4","DK","DK_Static","GN1.4","POK",3.2238641605,"main"
2009,"4","DK","DK_Static","GN1.4","SOL-NS",463.2296688395,"main"
2010,"4","DK","DK_Static","GN1.4","SOL-NS",401.2124353167,"main"
2011,"4","DK","DK_Static","GN1.4","SOL-NS",348.7856896962,"main"
2012,"4","DK","DK_Static","GN1.4","SOL-NS",411.6793449358,"main"
2013,"4","DK","DK_Static","GN1.4","SOL-NS",478.6377408502,"main"
2014,"4","DK","DK_Static","GN1.4","SOL-NS",298.402677213,"main"
2015,"4","DK","DK_Static","GN1.4","SOL-NS",246.2750602339,"main"
2016,"4","DK","DK_Static","GN1.4","SOL-NS",312.1466561414,"main"
2017,"4","DK","DK_Static","GN1.4","SOL-NS",393.6517210996,"main"
2018,"4","DK","DK_Static","GN1.4","SOL-NS",320.2845128517,"main"
2019,"4","DK","DK_Static","GN1.4","SOL-NS",95.2875884695,"main"
2020,"4","DK","DK_Static","GN1.4","SOL-NS",118.5218342087,"main"
2021,"4","DK","DK_Static","GN1.4","SOL-NS",168.4412710929,"main"
2022,"4","DK","DK_Static","GN1.4","SOL-NS",76.5515240577,"main"
2009,"4","DK","DK_Static","GN1.4","TUR",284.9112087492,"main"
2010,"4","DK","DK_Static","GN1.4","TUR",283.6394541417,"main"
2011,"4","DK","DK_Static","GN1.4","TUR",351.7599816507,"main"
2012,"4","DK","DK_Static","GN1.4","TUR",255.9977248926,"main"
2013,"4","DK","DK_Static","GN1.4","TUR",314.6274484803,"main"
2014,"4","DK","DK_Static","GN1.4","TUR",282.5818654108,"main"
2015,"4","DK","DK_Static","GN1.4","TUR",224.2626369144,"main"
2016,"4","DK","DK_Static","GN1.4","TUR",259.8800017478,"main"
2017,"4","DK","DK_Static","GN1.4","TUR",232.7119623045,"main"
2018,"4","DK","DK_Static","GN1.4","TUR",167.8186791096,"main"
2019,"4","DK","DK_Static","GN1.4","TUR",94.4751627332,"main"
2020,"4","DK","DK_Static","GN1.4","TUR",104.5936068073,"main"
2021,"4","DK","DK_Static","GN1.4","TUR",176.4775665412,"main"
2022,"4","DK","DK_Static","GN1.4","TUR",210.913070686,"main"
2009,"4","DK","DK_Static","GN1.4","WHG-NS",0.047,"main"
2010,"4","DK","DK_Static","GN1.4","WHG-NS",0.392,"main"
2011,"4","DK","DK_Static","GN1.4","WHG-NS",0.389,"main"
2012,"4","DK","DK_Static","GN1.4","WHG-NS",0.023,"main"
2013,"4","DK","DK_Static","GN1.4","WHG-NS",0.035,"main"
2014,"4","DK","DK_Static","GN1.4","WHG-NS",0.205,"main"
2015,"4","DK","DK_Static","GN1.4","WHG-NS",0.248,"main"
2016,"4","DK","DK_Static","GN1.4","WHG-NS",0.43,"main"
2017,"4","DK","DK_Static","GN1.4","WHG-NS",0.573,"main"
2018,"4","DK","DK_Static","GN1.4","WHG-NS",0.531,"main"
2019,"4","DK","DK_Static","GN1.4","WHG-NS",0.169,"main"
2020,"4","DK","DK_Static","GN1.4","WHG-NS",0.201,"main"
2021,"4","DK","DK_Static","GN1.4","WHG-NS",0.528,"main"
2022,"4","DK","DK_Static","GN1.4","WHG-NS",0.3614807111,"main"
2009,"4","DK","DK_Static","GN1.4","WIT",3.3175641161,"main"
2010,"4","DK","DK_Static","GN1.4","WIT",1.5234754822,"main"
2011,"4","DK","DK_Static","GN1.4","WIT",1.6504139579,"main"
2012,"4","DK","DK_Static","GN1.4","WIT",1.1295336628,"main"
2013,"4","DK","DK_Static","GN1.4","WIT",2.6460434396,"main"
2014,"4","DK","DK_Static","GN1.4","WIT",6.4080111494,"main"
2015,"4","DK","DK_Static","GN1.4","WIT",3.7018398173,"main"
2016,"4","DK","DK_Static","GN1.4","WIT",8.6536555712,"main"
2017,"4","DK","DK_Static","GN1.4","WIT",2.668,"main"
2018,"4","DK","DK_Static","GN1.4","WIT",6.525610366,"main"
2019,"4","DK","DK_Static","GN1.4","WIT",5.4302348672,"main"
2020,"4","DK","DK_Static","GN1.4","WIT",4.2749233844,"main"
2021,"4","DK","DK_Static","GN1.4","WIT",1.5237067765,"main"
2022,"4","DK","DK_Static","GN1.4","WIT",1.4622134372,"main"
2009,"3AN","DK","DK_Static","LL1.3AN","COD-NS",8.6761011981,"main"
2010,"3AN","DK","DK_Static","LL1.3AN","COD-NS",14.5871836267,"main"
2011,"3AN","DK","DK_Static","LL1.3AN","COD-NS",21.2682042528,"main"
2012,"3AN","DK","DK_Static","LL1.3AN","COD-NS",20.7157536216,"main"
2013,"3AN","DK","DK_Static","LL1.3AN","COD-NS",14.0473223673,"main"
2014,"3AN","DK","DK_Static","LL1.3AN","COD-NS",2.4432831567,"main"
2015,"3AN","DK","DK_Static","LL1.3AN","COD-NS",1.537616427,"main"
2016,"3AN","DK","DK_Static","LL1.3AN","COD-NS",10.3214053566,"main"
2017,"3AN","DK","DK_Static","LL1.3AN","COD-NS",8.1188977364,"main"
2018,"3AN","DK","DK_Static","LL1.3AN","COD-NS",13.3916633669,"main"
2019,"3AN","DK","DK_Static","LL1.3AN","COD-NS",4.0643412964,"main"
2020,"3AN","DK","DK_Static","LL1.3AN","COD-NS",8.4899513167,"main"
2021,"3AN","DK","DK_Static","LL1.3AN","COD-NS",7.2437175199,"main"
2022,"3AN","DK","DK_Static","LL1.3AN","COD-NS",9.0267929501,"main"
2010,"3AN","DK","DK_Static","LL1.3AN","HAD",0.006261947,"main"
2011,"3AN","DK","DK_Static","LL1.3AN","HAD",0.010439307,"main"
2012,"3AN","DK","DK_Static","LL1.3AN","HAD",0.0177266481,"main"
2013,"3AN","DK","DK_Static","LL1.3AN","HAD",0.0010403261,"main"
2016,"3AN","DK","DK_Static","LL1.3AN","HAD",0.0470102128,"main"
2017,"3AN","DK","DK_Static","LL1.3AN","HAD",0.0592461671,"main"
2018,"3AN","DK","DK_Static","LL1.3AN","HAD",0.0560635295,"main"
2020,"3AN","DK","DK_Static","LL1.3AN","HAD",0.5333072189,"main"
2021,"3AN","DK","DK_Static","LL1.3AN","HAD",0.0326109202,"main"
2022,"3AN","DK","DK_Static","LL1.3AN","HAD",1.6452497998,"main"
2016,"3AN","DK","DK_Static","LL1.3AN","NEP3-4",0.001,"main"
2017,"3AN","DK","DK_Static","LL1.3AN","NEP3-4",0.166,"main"
2018,"3AN","DK","DK_Static","LL1.3AN","NEP3-4",0.005,"main"
2019,"3AN","DK","DK_Static","LL1.3AN","NEP3-4",0.085,"main"
2020,"3AN","DK","DK_Static","LL1.3AN","NEP3-4",0.04,"main"
2021,"3AN","DK","DK_Static","LL1.3AN","NEP3-4",0.016,"main"
2022,"3AN","DK","DK_Static","LL1.3AN","NEP3-4",0.011,"main"
2009,"3AN","DK","DK_Static","LL1.3AN","PLE-NS",0.953745583,"main"
2010,"3AN","DK","DK_Static","LL1.3AN","PLE-NS",4.0391109973,"main"
2011,"3AN","DK","DK_Static","LL1.3AN","PLE-NS",13.7030910726,"main"
2012,"3AN","DK","DK_Static","LL1.3AN","PLE-NS",24.4428695422,"main"
2013,"3AN","DK","DK_Static","LL1.3AN","PLE-NS",13.1405065373,"main"
2014,"3AN","DK","DK_Static","LL1.3AN","PLE-NS",0.0162789467,"main"
2016,"3AN","DK","DK_Static","LL1.3AN","PLE-NS",15.772477304,"main"
2017,"3AN","DK","DK_Static","LL1.3AN","PLE-NS",11.2187946533,"main"
2018,"3AN","DK","DK_Static","LL1.3AN","PLE-NS",7.5134477485,"main"
2019,"3AN","DK","DK_Static","LL1.3AN","PLE-NS",7.6613363629,"main"
2020,"3AN","DK","DK_Static","LL1.3AN","PLE-NS",2.1178113141,"main"
2021,"3AN","DK","DK_Static","LL1.3AN","PLE-NS",11.4006726863,"main"
2022,"3AN","DK","DK_Static","LL1.3AN","PLE-NS",3.9749821104,"main"
2009,"3AN","DK","DK_Static","LL1.3AN","POK",0.0166278194,"main"
2010,"3AN","DK","DK_Static","LL1.3AN","POK",1.3217984949,"main"
2011,"3AN","DK","DK_Static","LL1.3AN","POK",48.8407771095,"main"
2012,"3AN","DK","DK_Static","LL1.3AN","POK",0.0462578459,"main"
2013,"3AN","DK","DK_Static","LL1.3AN","POK",0.00410752,"main"
2016,"3AN","DK","DK_Static","LL1.3AN","POK",0.0163999793,"main"
2017,"3AN","DK","DK_Static","LL1.3AN","POK",0.0565862222,"main"
2018,"3AN","DK","DK_Static","LL1.3AN","POK",0.4164276548,"main"
2019,"3AN","DK","DK_Static","LL1.3AN","POK",0.0186128943,"main"
2020,"3AN","DK","DK_Static","LL1.3AN","POK",0.0468957911,"main"
2021,"3AN","DK","DK_Static","LL1.3AN","POK",0.066730637,"main"
2022,"3AN","DK","DK_Static","LL1.3AN","POK",0.0173334394,"main"
2009,"3AN","DK","DK_Static","LL1.3AN","WIT",0.0031040189,"main"
2010,"3AN","DK","DK_Static","LL1.3AN","WIT",0.0041417928,"main"
2011,"3AN","DK","DK_Static","LL1.3AN","WIT",0.00103375,"main"
2012,"3AN","DK","DK_Static","LL1.3AN","WIT",0.0010438429,"main"
2013,"3AN","DK","DK_Static","LL1.3AN","WIT",0.0093066733,"main"
2016,"3AN","DK","DK_Static","LL1.3AN","WIT",0.059187975,"main"
2017,"3AN","DK","DK_Static","LL1.3AN","WIT",0.352,"main"
2018,"3AN","DK","DK_Static","LL1.3AN","WIT",0.1740169746,"main"
2019,"3AN","DK","DK_Static","LL1.3AN","WIT",0.0600077466,"main"
2020,"3AN","DK","DK_Static","LL1.3AN","WIT",0.030003028,"main"
2021,"3AN","DK","DK_Static","LL1.3AN","WIT",0.0940456976,"main"
2022,"3AN","DK","DK_Static","LL1.3AN","WIT",0.4745902526,"main"
2009,"4","DK","DK_Static","LL1.4","COD-NS",18.9316101817,"main"
2010,"4","DK","DK_Static","LL1.4","COD-NS",143.3599230222,"main"
2011,"4","DK","DK_Static","LL1.4","COD-NS",60.8884419852,"main"
2012,"4","DK","DK_Static","LL1.4","COD-NS",24.0611898189,"main"
2015,"4","DK","DK_Static","LL1.4","COD-NS",0.1345256089,"main"
2017,"4","DK","DK_Static","LL1.4","COD-NS",0.8523843135,"main"
2018,"4","DK","DK_Static","LL1.4","COD-NS",9.7330357081,"main"
2019,"4","DK","DK_Static","LL1.4","COD-NS",204.308198601,"main"
2020,"4","DK","DK_Static","LL1.4","COD-NS",39.2797035075,"main"
2021,"4","DK","DK_Static","LL1.4","COD-NS",10.066778663,"main"
2022,"4","DK","DK_Static","LL1.4","COD-NS",7.3321990357,"main"
2009,"4","DK","DK_Static","LL1.4","HAD",1.9591009639,"main"
2010,"4","DK","DK_Static","LL1.4","HAD",34.7520487537,"main"
2011,"4","DK","DK_Static","LL1.4","HAD",13.2763408582,"main"
2012,"4","DK","DK_Static","LL1.4","HAD",2.0967370405,"main"
2018,"4","DK","DK_Static","LL1.4","HAD",0.6943677539,"main"
2019,"4","DK","DK_Static","LL1.4","HAD",14.2155574615,"main"
2020,"4","DK","DK_Static","LL1.4","HAD",1.7910435883,"main"
2021,"4","DK","DK_Static","LL1.4","HAD",0.0899655081,"main"
2022,"4","DK","DK_Static","LL1.4","HAD",0.7805686737,"main"
2009,"4","DK","DK_Static","LL1.4","PLE-NS",0.0105120368,"main"
2010,"4","DK","DK_Static","LL1.4","PLE-NS",0.2447661382,"main"
2011,"4","DK","DK_Static","LL1.4","PLE-NS",0.0345217474,"main"
2012,"4","DK","DK_Static","LL1.4","PLE-NS",0.0103955726,"main"
2019,"4","DK","DK_Static","LL1.4","PLE-NS",0.0624871066,"main"
2020,"4","DK","DK_Static","LL1.4","PLE-NS",0.0040309599,"main"
2021,"4","DK","DK_Static","LL1.4","PLE-NS",2.4783103993,"main"
2009,"4","DK","DK_Static","LL1.4","POK",0.0249737478,"main"
2010,"4","DK","DK_Static","LL1.4","POK",0.1722421077,"main"
2011,"4","DK","DK_Static","LL1.4","POK",0.0895379645,"main"
2012,"4","DK","DK_Static","LL1.4","POK",0.2304147761,"main"
2017,"4","DK","DK_Static","LL1.4","POK",0.0319598966,"main"
2018,"4","DK","DK_Static","LL1.4","POK",0.1464376016,"main"
2019,"4","DK","DK_Static","LL1.4","POK",0.5758729456,"main"
2020,"4","DK","DK_Static","LL1.4","POK",0.0387338017,"main"
2021,"4","DK","DK_Static","LL1.4","POK",0.0030673207,"main"
2022,"4","DK","DK_Static","LL1.4","POK",0.0010171338,"main"
2021,"4","DK","DK_Static","LL1.4","SOL-NS",0.1697876731,"main"
2018,"4","DK","DK_Static","LL1.4","TUR",0.0010037059,"main"
2019,"4","DK","DK_Static","LL1.4","TUR",0.0111152392,"main"
2021,"4","DK","DK_Static","LL1.4","TUR",0.0163718007,"main"
2010,"4","DK","DK_Static","LL1.4","WHG-NS",0.004,"main"
2012,"4","DK","DK_Static","LL1.4","WHG-NS",0.001,"main"
2018,"4","DK","DK_Static","LL1.4","WHG-NS",0.001,"main"
2019,"4","DK","DK_Static","LL1.4","WHG-NS",0.007,"main"
2020,"4","DK","DK_Static","LL1.4","WHG-NS",0.002,"main"
2021,"4","DK","DK_Static","LL1.4","WIT",0.0020003728,"main"
2021,"3AS","DK","DK_Static","pots.3AS","NEP3-4",0.157,"main"
2022,"3AS","DK","DK_Static","pots.3AS","NEP3-4",0.904,"main"
2015,"3AS","DK","DK_Static","pots.3AS","POK",0.0020523985,"main"
2022,"4","EN","EN_<10","GN1.4","BLL",0.0912,"main"
2009,"4","EN","EN_<10","GN1.4","COD-NS",198.6704,"main"
2010,"4","EN","EN_<10","GN1.4","COD-NS",175.5315,"main"
2011,"4","EN","EN_<10","GN1.4","COD-NS",135.6297,"main"
2012,"4","EN","EN_<10","GN1.4","COD-NS",107.6402,"main"
2013,"4","EN","EN_<10","GN1.4","COD-NS",67.8515,"main"
2014,"4","EN","EN_<10","GN1.4","COD-NS",48.9858,"main"
2015,"4","EN","EN_<10","GN1.4","COD-NS",114.8371,"main"
2016,"4","EN","EN_<10","GN1.4","COD-NS",81.3941,"main"
2017,"4","EN","EN_<10","GN1.4","COD-NS",9.5233,"main"
2018,"4","EN","EN_<10","GN1.4","COD-NS",11.9168,"main"
2019,"4","EN","EN_<10","GN1.4","COD-NS",2.5522,"main"
2020,"4","EN","EN_<10","GN1.4","COD-NS",2.023,"main"
2021,"4","EN","EN_<10","GN1.4","COD-NS",1.4928,"main"
2022,"4","EN","EN_<10","GN1.4","COD-NS",0.828,"main"
2009,"4","EN","EN_<10","GN1.4","HAD",0.2349,"main"
2010,"4","EN","EN_<10","GN1.4","HAD",0.4911,"main"
2011,"4","EN","EN_<10","GN1.4","HAD",2.061,"main"
2012,"4","EN","EN_<10","GN1.4","HAD",1.1167,"main"
2013,"4","EN","EN_<10","GN1.4","HAD",0.0425,"main"
2014,"4","EN","EN_<10","GN1.4","HAD",0.0021,"main"
2015,"4","EN","EN_<10","GN1.4","HAD",0.2641,"main"
2016,"4","EN","EN_<10","GN1.4","HAD",0.0323,"main"
2017,"4","EN","EN_<10","GN1.4","HAD",0.0361,"main"
2018,"4","EN","EN_<10","GN1.4","HAD",0.0084,"main"
2020,"4","EN","EN_<10","GN1.4","HAD",4e-04,"main"
2009,"4","EN","EN_<10","GN1.4","NEP6",0.8075,"main"
2010,"4","EN","EN_<10","GN1.4","NEP6",1.517,"main"
2011,"4","EN","EN_<10","GN1.4","NEP6",2.9209,"main"
2012,"4","EN","EN_<10","GN1.4","NEP6",1.3722,"main"
2013,"4","EN","EN_<10","GN1.4","NEP6",0.4402,"main"
2014,"4","EN","EN_<10","GN1.4","NEP6",0.0726,"main"
2015,"4","EN","EN_<10","GN1.4","NEP6",1.3284,"main"
2016,"4","EN","EN_<10","GN1.4","NEP6",0.058,"main"
2017,"4","EN","EN_<10","GN1.4","NEP6",1.3876,"main"
2018,"4","EN","EN_<10","GN1.4","NEP6",1.0217,"main"
2020,"4","EN","EN_<10","GN1.4","NEP6",0.155,"main"
2021,"4","EN","EN_<10","GN1.4","NEP6",0.2842,"main"
2016,"4","EN","EN_<10","GN1.4","NEPOTH-NS",0.056,"main"
2019,"4","EN","EN_<10","GN1.4","NEPOTH-NS",0.0294,"main"
2009,"4","EN","EN_<10","GN1.4","PLE-NS",8.5073,"main"
2010,"4","EN","EN_<10","GN1.4","PLE-NS",7.095,"main"
2011,"4","EN","EN_<10","GN1.4","PLE-NS",6.2849,"main"
2012,"4","EN","EN_<10","GN1.4","PLE-NS",3.1331,"main"
2013,"4","EN","EN_<10","GN1.4","PLE-NS",3.3025,"main"
2014,"4","EN","EN_<10","GN1.4","PLE-NS",4.1643,"main"
2015,"4","EN","EN_<10","GN1.4","PLE-NS",7.3563,"main"
2016,"4","EN","EN_<10","GN1.4","PLE-NS",5.9533,"main"
2017,"4","EN","EN_<10","GN1.4","PLE-NS",10.5233,"main"
2018,"4","EN","EN_<10","GN1.4","PLE-NS",7.0597,"main"
2019,"4","EN","EN_<10","GN1.4","PLE-NS",3.4708,"main"
2020,"4","EN","EN_<10","GN1.4","PLE-NS",1.3995,"main"
2021,"4","EN","EN_<10","GN1.4","PLE-NS",3.663,"main"
2022,"4","EN","EN_<10","GN1.4","PLE-NS",1.8368,"main"
2009,"4","EN","EN_<10","GN1.4","POK",0.0069,"main"
2010,"4","EN","EN_<10","GN1.4","POK",0.3292,"main"
2011,"4","EN","EN_<10","GN1.4","POK",0.1208,"main"
2012,"4","EN","EN_<10","GN1.4","POK",0.029,"main"
2013,"4","EN","EN_<10","GN1.4","POK",0.0041,"main"
2014,"4","EN","EN_<10","GN1.4","POK",7e-04,"main"
2015,"4","EN","EN_<10","GN1.4","POK",0.022,"main"
2020,"4","EN","EN_<10","GN1.4","POK",0.0015,"main"
2021,"4","EN","EN_<10","GN1.4","POK",0.0199,"main"
2022,"4","EN","EN_<10","GN1.4","POK",0.0139,"main"
2009,"4","EN","EN_<10","GN1.4","SOL-NS",108.3514,"main"
2010,"4","EN","EN_<10","GN1.4","SOL-NS",104.0795,"main"
2011,"4","EN","EN_<10","GN1.4","SOL-NS",117.5309,"main"
2012,"4","EN","EN_<10","GN1.4","SOL-NS",74.4777,"main"
2013,"4","EN","EN_<10","GN1.4","SOL-NS",83.6213,"main"
2014,"4","EN","EN_<10","GN1.4","SOL-NS",81.7907,"main"
2015,"4","EN","EN_<10","GN1.4","SOL-NS",65.6908,"main"
2016,"4","EN","EN_<10","GN1.4","SOL-NS",48.9958,"main"
2017,"4","EN","EN_<10","GN1.4","SOL-NS",53.9325,"main"
2018,"4","EN","EN_<10","GN1.4","SOL-NS",41.0077,"main"
2019,"4","EN","EN_<10","GN1.4","SOL-NS",25.6601,"main"
2020,"4","EN","EN_<10","GN1.4","SOL-NS",28.3295,"main"
2021,"4","EN","EN_<10","GN1.4","SOL-NS",42.9225,"main"
2022,"4","EN","EN_<10","GN1.4","SOL-NS",37.7298,"main"
2009,"4","EN","EN_<10","GN1.4","TUR",1.7998,"main"
2010,"4","EN","EN_<10","GN1.4","TUR",1.648,"main"
2011,"4","EN","EN_<10","GN1.4","TUR",1.1816,"main"
2012,"4","EN","EN_<10","GN1.4","TUR",1.0301,"main"
2013,"4","EN","EN_<10","GN1.4","TUR",1.0995,"main"
2014,"4","EN","EN_<10","GN1.4","TUR",1.9252,"main"
2015,"4","EN","EN_<10","GN1.4","TUR",1.8825,"main"
2016,"4","EN","EN_<10","GN1.4","TUR",1.1839,"main"
2017,"4","EN","EN_<10","GN1.4","TUR",1.722,"main"
2018,"4","EN","EN_<10","GN1.4","TUR",1.8132,"main"
2019,"4","EN","EN_<10","GN1.4","TUR",1.0377,"main"
2020,"4","EN","EN_<10","GN1.4","TUR",0.5121,"main"
2021,"4","EN","EN_<10","GN1.4","TUR",0.8898,"main"
2022,"4","EN","EN_<10","GN1.4","TUR",0.1409,"main"
2009,"4","EN","EN_<10","GN1.4","WHG-NS",13.8335,"main"
2010,"4","EN","EN_<10","GN1.4","WHG-NS",11.0229,"main"
2011,"4","EN","EN_<10","GN1.4","WHG-NS",8.3668,"main"
2012,"4","EN","EN_<10","GN1.4","WHG-NS",4.8032,"main"
2013,"4","EN","EN_<10","GN1.4","WHG-NS",4.3603,"main"
2014,"4","EN","EN_<10","GN1.4","WHG-NS",2.1113,"main"
