"year","area","country","model_fleet","model_metier","stock","landings","fleet_type"
2019,"4","NO","NO_Otter","TR1.4","POK",28499.2644294293,"main"
2020,"4","NO","NO_Otter","TR1.4","POK",18844.6829732454,"main"
2021,"4","NO","NO_Otter","TR1.4","POK",8259.69522773621,"main"
2022,"4","NO","NO_Otter","TR1.4","POK",6618.58662059748,"main"
2016,"4","NO","NO_Otter","TR1.4","TUR",0.0321351351351351,"main"
2017,"4","NO","NO_Otter","TR1.4","TUR",0.033507410236822,"main"
2018,"4","NO","NO_Otter","TR1.4","TUR",0.40014992370566,"main"
2019,"4","NO","NO_Otter","TR1.4","TUR",0.115898134759977,"main"
2021,"4","NO","NO_Otter","TR1.4","TUR",0.0248830769230769,"main"
2015,"4","NO","NO_Otter","TR1.4","WHG-NS",17.4152235204361,"main"
2016,"4","NO","NO_Otter","TR1.4","WHG-NS",17.1509299162373,"main"
2017,"4","NO","NO_Otter","TR1.4","WHG-NS",126.955207312317,"main"
2018,"4","NO","NO_Otter","TR1.4","WHG-NS",12.9130403369554,"main"
2019,"4","NO","NO_Otter","TR1.4","WHG-NS",7.86294180634469,"main"
2020,"4","NO","NO_Otter","TR1.4","WHG-NS",0.938987822832503,"main"
2021,"4","NO","NO_Otter","TR1.4","WHG-NS",1.82746323793036,"main"
2022,"4","NO","NO_Otter","TR1.4","WHG-NS",0.22,"main"
2015,"4","NO","NO_Otter","TR1.4","WIT",1.95759539703832,"main"
2016,"4","NO","NO_Otter","TR1.4","WIT",0.036,"main"
2017,"4","NO","NO_Otter","TR1.4","WIT",1.83543000587883,"main"
2018,"4","NO","NO_Otter","TR1.4","WIT",1.49992682926829,"main"
2019,"4","NO","NO_Otter","TR1.4","WIT",1.871,"main"
2021,"4","NO","NO_Otter","TR1.4","WIT",3.62611118619743,"main"
2017,"4","NO","NO_Otter","TR3.4","BLL",0.003,"main"
2020,"4","NO","NO_Otter","TR3.4","BLL",0.002,"main"
2015,"4","NO","NO_Otter","TR3.4","COD-NS",48.9512548627082,"main"
2016,"4","NO","NO_Otter","TR3.4","COD-NS",72.3872291309914,"main"
2017,"4","NO","NO_Otter","TR3.4","COD-NS",59.2571126550475,"main"
2018,"4","NO","NO_Otter","TR3.4","COD-NS",32.2841409845779,"main"
2019,"4","NO","NO_Otter","TR3.4","COD-NS",44.5404747480615,"main"
2020,"4","NO","NO_Otter","TR3.4","COD-NS",38.253575999879,"main"
2021,"4","NO","NO_Otter","TR3.4","COD-NS",44.9717636300239,"main"
2022,"4","NO","NO_Otter","TR3.4","COD-NS",26.2934186219363,"main"
2015,"4","NO","NO_Otter","TR3.4","HAD",22.2367960800218,"main"
2016,"4","NO","NO_Otter","TR3.4","HAD",43.7701958485465,"main"
2017,"4","NO","NO_Otter","TR3.4","HAD",19.1575026585669,"main"
2018,"4","NO","NO_Otter","TR3.4","HAD",16.9751111340892,"main"
2019,"4","NO","NO_Otter","TR3.4","HAD",24.790265581826,"main"
2020,"4","NO","NO_Otter","TR3.4","HAD",469.212556221582,"main"
2021,"4","NO","NO_Otter","TR3.4","HAD",272.935228524566,"main"
2022,"4","NO","NO_Otter","TR3.4","HAD",304.50380147589,"main"
2017,"4","NO","NO_Otter","TR3.4","NEP3-4",0.0545454545454545,"main"
2015,"4","NO","NO_Otter","TR3.4","NEP32",0.586388764177,"main"
2016,"4","NO","NO_Otter","TR3.4","NEP32",0.254,"main"
2017,"4","NO","NO_Otter","TR3.4","NEP32",0.463976506527404,"main"
2018,"4","NO","NO_Otter","TR3.4","NEP32",0.058,"main"
2019,"4","NO","NO_Otter","TR3.4","NEP32",0.823,"main"
2020,"4","NO","NO_Otter","TR3.4","NEP32",1.06352903590467,"main"
2021,"4","NO","NO_Otter","TR3.4","NEP32",1.21078967871182,"main"
2022,"4","NO","NO_Otter","TR3.4","NEP32",0.018,"main"
2015,"4","NO","NO_Otter","TR3.4","NEP7",0.05,"main"
2016,"4","NO","NO_Otter","TR3.4","NEP7",0.373,"main"
2017,"4","NO","NO_Otter","TR3.4","NEP7",0.04,"main"
2018,"4","NO","NO_Otter","TR3.4","NEP7",0.119,"main"
2019,"4","NO","NO_Otter","TR3.4","NEP7",0.553,"main"
2020,"4","NO","NO_Otter","TR3.4","NEP7",0.268951898734177,"main"
2015,"4","NO","NO_Otter","TR3.4","PLE-NS",0.408865838509317,"main"
2016,"4","NO","NO_Otter","TR3.4","PLE-NS",1.24275857193354,"main"
2017,"4","NO","NO_Otter","TR3.4","PLE-NS",0.005,"main"
2018,"4","NO","NO_Otter","TR3.4","PLE-NS",0.00466666666666667,"main"
2019,"4","NO","NO_Otter","TR3.4","PLE-NS",0.056,"main"
2020,"4","NO","NO_Otter","TR3.4","PLE-NS",0.412033578157174,"main"
2015,"4","NO","NO_Otter","TR3.4","POK",741.527331409455,"main"
2016,"4","NO","NO_Otter","TR3.4","POK",1745.47524079652,"main"
2017,"4","NO","NO_Otter","TR3.4","POK",1820.61723466946,"main"
2018,"4","NO","NO_Otter","TR3.4","POK",1375.89478020496,"main"
2019,"4","NO","NO_Otter","TR3.4","POK",1569.27550126819,"main"
2020,"4","NO","NO_Otter","TR3.4","POK",2041.57422085386,"main"
2021,"4","NO","NO_Otter","TR3.4","POK",1040.93589143702,"main"
2022,"4","NO","NO_Otter","TR3.4","POK",337.131249761598,"main"
2015,"4","NO","NO_Otter","TR3.4","TUR",0.00245454545454545,"main"
2016,"4","NO","NO_Otter","TR3.4","TUR",0.00857142857142857,"main"
2017,"4","NO","NO_Otter","TR3.4","TUR",0.0878666666666667,"main"
2019,"4","NO","NO_Otter","TR3.4","TUR",0.007,"main"
2020,"4","NO","NO_Otter","TR3.4","TUR",0.0963751404151404,"main"
2021,"4","NO","NO_Otter","TR3.4","TUR",0.0338119658119658,"main"
2022,"4","NO","NO_Otter","TR3.4","TUR",0.009,"main"
2015,"4","NO","NO_Otter","TR3.4","WHG-NS",259.353540748901,"main"
2016,"4","NO","NO_Otter","TR3.4","WHG-NS",392.837575848189,"main"
2017,"4","NO","NO_Otter","TR3.4","WHG-NS",101.810398256437,"main"
2018,"4","NO","NO_Otter","TR3.4","WHG-NS",469.879536203575,"main"
2019,"4","NO","NO_Otter","TR3.4","WHG-NS",331.345281543647,"main"
2020,"4","NO","NO_Otter","TR3.4","WHG-NS",406.64044804238,"main"
2021,"4","NO","NO_Otter","TR3.4","WHG-NS",318.320087034523,"main"
2022,"4","NO","NO_Otter","TR3.4","WHG-NS",188.0717977622,"main"
2015,"4","NO","NO_Otter","TR3.4","WIT",22.0891839233569,"main"
2016,"4","NO","NO_Otter","TR3.4","WIT",76.5639677987847,"main"
2017,"4","NO","NO_Otter","TR3.4","WIT",58.4158515455961,"main"
2018,"4","NO","NO_Otter","TR3.4","WIT",95.1956548548791,"main"
2019,"4","NO","NO_Otter","TR3.4","WIT",42.0894542039444,"main"
2020,"4","NO","NO_Otter","TR3.4","WIT",41.946717334367,"main"
2021,"4","NO","NO_Otter","TR3.4","WIT",39.4819836626218,"main"
2022,"4","NO","NO_Otter","TR3.4","WIT",9.86586887400296,"main"
2015,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","BLL",0.0403172216254923,"main"
2016,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","BLL",0.0450667870006346,"main"
2017,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","BLL",0.0118947368421053,"main"
2018,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","BLL",0.0112248366013072,"main"
2019,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","BLL",0.01,"main"
2020,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","BLL",0.005,"main"
2021,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","BLL",0.187790804346671,"main"
2022,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","BLL",0.111026915800647,"main"
2015,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","COD-NS",43.1262827793733,"main"
2016,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","COD-NS",55.9685832156418,"main"
2017,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","COD-NS",41.3792234243156,"main"
2018,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","COD-NS",30.4317629200577,"main"
2019,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","COD-NS",20.2914133567521,"main"
2020,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","COD-NS",13.856547828235,"main"
2021,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","COD-NS",11.6601622599886,"main"
2022,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","COD-NS",14.0909732211668,"main"
2015,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","HAD",3.06595126430365,"main"
2016,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","HAD",4.15404855482143,"main"
2017,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","HAD",3.16403132809502,"main"
2018,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","HAD",2.45643473069969,"main"
2019,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","HAD",2.61667534516604,"main"
2020,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","HAD",2.35188433031299,"main"
2021,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","HAD",1.34396413538047,"main"
2022,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","HAD",2.60717869755524,"main"
2015,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","NEP3-4",2.11618705619869,"main"
2016,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","NEP3-4",2.02201167643425,"main"
2017,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","NEP3-4",2.82052982462979,"main"
2018,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","NEP3-4",2.46480467009359,"main"
2019,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","NEP3-4",4.58908174106734,"main"
2020,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","NEP3-4",3.02302700317778,"main"
2021,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","NEP3-4",12.3673814358359,"main"
2022,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","NEP3-4",5.74366273764493,"main"
2015,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","PLE-NS",1.04420893978169,"main"
2016,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","PLE-NS",0.496505339105339,"main"
2017,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","PLE-NS",0.548741414141414,"main"
2018,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","PLE-NS",0.250063353106521,"main"
2019,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","PLE-NS",0.292206177746603,"main"
2020,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","PLE-NS",0.427807637142834,"main"
2021,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","PLE-NS",0.237649689440994,"main"
2022,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","PLE-NS",0.0918490821839659,"main"
2015,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","POK",5.41314568352012,"main"
2016,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","POK",8.0446708645085,"main"
2017,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","POK",19.8364657454937,"main"
2018,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","POK",32.8151997336838,"main"
2019,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","POK",33.2956587114042,"main"
2020,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","POK",23.6006005378184,"main"
2021,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","POK",25.0911765148728,"main"
2022,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","POK",31.1778977230195,"main"
2015,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","WIT",2.11896973946137,"main"
2016,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","WIT",3.46530913364433,"main"
2017,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","WIT",2.22177061210631,"main"
2018,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","WIT",3.2697497926078,"main"
2019,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","WIT",1.72005123132292,"main"
2020,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","WIT",2.21189720109297,"main"
2021,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","WIT",1.89295760306278,"main"
2022,"3AN","NO","NO_Otter10-24","OTB32-69.3AN","WIT",2.11861227216938,"main"
2022,"4","NO","NO_Otter10-24","OTB32-69.4","BLL",0.002,"main"
2015,"4","NO","NO_Otter10-24","OTB32-69.4","COD-NS",10.655318506594,"main"
2016,"4","NO","NO_Otter10-24","OTB32-69.4","COD-NS",17.5021459927653,"main"
2017,"4","NO","NO_Otter10-24","OTB32-69.4","COD-NS",25.03366333955,"main"
2018,"4","NO","NO_Otter10-24","OTB32-69.4","COD-NS",14.8998660138714,"main"
2019,"4","NO","NO_Otter10-24","OTB32-69.4","COD-NS",16.3819806302924,"main"
2020,"4","NO","NO_Otter10-24","OTB32-69.4","COD-NS",8.44004637912901,"main"
2021,"4","NO","NO_Otter10-24","OTB32-69.4","COD-NS",10.598894542895,"main"
2022,"4","NO","NO_Otter10-24","OTB32-69.4","COD-NS",10.2401048777169,"main"
2015,"4","NO","NO_Otter10-24","OTB32-69.4","HAD",0.621597955714049,"main"
2016,"4","NO","NO_Otter10-24","OTB32-69.4","HAD",2.10733925863295,"main"
2017,"4","NO","NO_Otter10-24","OTB32-69.4","HAD",1.2225761384647,"main"
2018,"4","NO","NO_Otter10-24","OTB32-69.4","HAD",0.523729018104595,"main"
2019,"4","NO","NO_Otter10-24","OTB32-69.4","HAD",0.284110914910904,"main"
2020,"4","NO","NO_Otter10-24","OTB32-69.4","HAD",0.893248114332103,"main"
2021,"4","NO","NO_Otter10-24","OTB32-69.4","HAD",1.60280682629199,"main"
2022,"4","NO","NO_Otter10-24","OTB32-69.4","HAD",2.9875073878366,"main"
2015,"4","NO","NO_Otter10-24","OTB32-69.4","NEP3-4",0.0631927409261577,"main"
2016,"4","NO","NO_Otter10-24","OTB32-69.4","NEP3-4",0.0673184667586841,"main"
2017,"4","NO","NO_Otter10-24","OTB32-69.4","NEP3-4",0.0911076122715895,"main"
2018,"4","NO","NO_Otter10-24","OTB32-69.4","NEP3-4",0.00384444444444444,"main"
2019,"4","NO","NO_Otter10-24","OTB32-69.4","NEP3-4",0.0208,"main"
2020,"4","NO","NO_Otter10-24","OTB32-69.4","NEP3-4",0.0637965842207329,"main"
2021,"4","NO","NO_Otter10-24","OTB32-69.4","NEP3-4",0.0364154680514715,"main"
2022,"4","NO","NO_Otter10-24","OTB32-69.4","NEP3-4",0.0213208020050125,"main"
2015,"4","NO","NO_Otter10-24","OTB32-69.4","NEP32",0.531799885145396,"main"
2016,"4","NO","NO_Otter10-24","OTB32-69.4","NEP32",0.470338512449906,"main"
2017,"4","NO","NO_Otter10-24","OTB32-69.4","NEP32",0.677165826858148,"main"
2018,"4","NO","NO_Otter10-24","OTB32-69.4","NEP32",0.306667884761841,"main"
2019,"4","NO","NO_Otter10-24","OTB32-69.4","NEP32",0.516525024529164,"main"
2020,"4","NO","NO_Otter10-24","OTB32-69.4","NEP32",0.19786664319662,"main"
2021,"4","NO","NO_Otter10-24","OTB32-69.4","NEP32",1.39611945593513,"main"
2022,"4","NO","NO_Otter10-24","OTB32-69.4","NEP32",1.53249187478706,"main"
2015,"4","NO","NO_Otter10-24","OTB32-69.4","PLE-NS",0.0028,"main"
2016,"4","NO","NO_Otter10-24","OTB32-69.4","PLE-NS",0.01,"main"
2017,"4","NO","NO_Otter10-24","OTB32-69.4","PLE-NS",0.0268571428571429,"main"
2018,"4","NO","NO_Otter10-24","OTB32-69.4","PLE-NS",0.01463780148423,"main"
2019,"4","NO","NO_Otter10-24","OTB32-69.4","PLE-NS",0.0454126984126985,"main"
2020,"4","NO","NO_Otter10-24","OTB32-69.4","PLE-NS",0.006625,"main"
2021,"4","NO","NO_Otter10-24","OTB32-69.4","PLE-NS",0.0619803921568627,"main"
2022,"4","NO","NO_Otter10-24","OTB32-69.4","PLE-NS",0.0438,"main"
2015,"4","NO","NO_Otter10-24","OTB32-69.4","POK",13.7967440304062,"main"
2016,"4","NO","NO_Otter10-24","OTB32-69.4","POK",21.0835548145072,"main"
2017,"4","NO","NO_Otter10-24","OTB32-69.4","POK",24.2329552644164,"main"
2018,"4","NO","NO_Otter10-24","OTB32-69.4","POK",19.7288029744785,"main"
2019,"4","NO","NO_Otter10-24","OTB32-69.4","POK",43.2220408578657,"main"
2020,"4","NO","NO_Otter10-24","OTB32-69.4","POK",33.4487846834857,"main"
2021,"4","NO","NO_Otter10-24","OTB32-69.4","POK",43.8662103790933,"main"
2022,"4","NO","NO_Otter10-24","OTB32-69.4","POK",45.0382707151144,"main"
2017,"4","NO","NO_Otter10-24","OTB32-69.4","TUR",0.002,"main"
2018,"4","NO","NO_Otter10-24","OTB32-69.4","TUR",0.00947058823529412,"main"
2021,"4","NO","NO_Otter10-24","OTB32-69.4","TUR",0.00936507936507937,"main"
2022,"4","NO","NO_Otter10-24","OTB32-69.4","TUR",0.00419512195121951,"main"
2016,"4","NO","NO_Otter10-24","OTB32-69.4","WHG-NS",0.00832380952380952,"main"
2017,"4","NO","NO_Otter10-24","OTB32-69.4","WHG-NS",0.00937777777777778,"main"
2019,"4","NO","NO_Otter10-24","OTB32-69.4","WHG-NS",0.014,"main"
2020,"4","NO","NO_Otter10-24","OTB32-69.4","WHG-NS",0.016,"main"
2021,"4","NO","NO_Otter10-24","OTB32-69.4","WHG-NS",0.146255347593583,"main"
2022,"4","NO","NO_Otter10-24","OTB32-69.4","WHG-NS",0.149467007722394,"main"
2015,"4","NO","NO_Otter10-24","OTB32-69.4","WIT",0.253230242730651,"main"
2016,"4","NO","NO_Otter10-24","OTB32-69.4","WIT",0.435368831168831,"main"
2017,"4","NO","NO_Otter10-24","OTB32-69.4","WIT",0.679948338148171,"main"
2018,"4","NO","NO_Otter10-24","OTB32-69.4","WIT",0.474362145623967,"main"
2019,"4","NO","NO_Otter10-24","OTB32-69.4","WIT",1.16672544122624,"main"
2020,"4","NO","NO_Otter10-24","OTB32-69.4","WIT",0.29807428023858,"main"
2021,"4","NO","NO_Otter10-24","OTB32-69.4","WIT",1.35703107756034,"main"
2022,"4","NO","NO_Otter10-24","OTB32-69.4","WIT",2.13164522861128,"main"
2015,"3AN","NO","NO_Otter10-24","otter_oth.3AN","BLL",0.121,"main"
2016,"3AN","NO","NO_Otter10-24","otter_oth.3AN","BLL",0.039,"main"
2019,"3AN","NO","NO_Otter10-24","otter_oth.3AN","BLL",0.034514078578398,"main"
2020,"3AN","NO","NO_Otter10-24","otter_oth.3AN","BLL",0.004,"main"
2021,"3AN","NO","NO_Otter10-24","otter_oth.3AN","BLL",0.13712851691932,"main"
2022,"3AN","NO","NO_Otter10-24","otter_oth.3AN","BLL",0.100045315948949,"main"
2015,"3AN","NO","NO_Otter10-24","otter_oth.3AN","COD-NS",0.827,"main"
2016,"3AN","NO","NO_Otter10-24","otter_oth.3AN","COD-NS",0.974573673568194,"main"
2017,"3AN","NO","NO_Otter10-24","otter_oth.3AN","COD-NS",0.324193093964079,"main"
2018,"3AN","NO","NO_Otter10-24","otter_oth.3AN","COD-NS",0.0964188596491228,"main"
2019,"3AN","NO","NO_Otter10-24","otter_oth.3AN","COD-NS",0.0576627897649795,"main"
2020,"3AN","NO","NO_Otter10-24","otter_oth.3AN","COD-NS",0.406643555959413,"main"
2021,"3AN","NO","NO_Otter10-24","otter_oth.3AN","COD-NS",0.951200795072941,"main"
2022,"3AN","NO","NO_Otter10-24","otter_oth.3AN","COD-NS",1.70153827842133,"main"
2015,"3AN","NO","NO_Otter10-24","otter_oth.3AN","HAD",0.018,"main"
2016,"3AN","NO","NO_Otter10-24","otter_oth.3AN","HAD",0.0264545454545455,"main"
2017,"3AN","NO","NO_Otter10-24","otter_oth.3AN","HAD",0.0188545454545455,"main"
2018,"3AN","NO","NO_Otter10-24","otter_oth.3AN","HAD",0.007,"main"
2019,"3AN","NO","NO_Otter10-24","otter_oth.3AN","HAD",0.0127783783783784,"main"
2020,"3AN","NO","NO_Otter10-24","otter_oth.3AN","HAD",0.054,"main"
2021,"3AN","NO","NO_Otter10-24","otter_oth.3AN","HAD",0.060151738681175,"main"
2022,"3AN","NO","NO_Otter10-24","otter_oth.3AN","HAD",0.273165048256878,"main"
2015,"3AN","NO","NO_Otter10-24","otter_oth.3AN","NEP3-4",7.248,"main"
2016,"3AN","NO","NO_Otter10-24","otter_oth.3AN","NEP3-4",9.39014886551083,"main"
2017,"3AN","NO","NO_Otter10-24","otter_oth.3AN","NEP3-4",4.82294708538941,"main"
2018,"3AN","NO","NO_Otter10-24","otter_oth.3AN","NEP3-4",2.31171217958841,"main"
2019,"3AN","NO","NO_Otter10-24","otter_oth.3AN","NEP3-4",6.15383672912056,"main"
2020,"3AN","NO","NO_Otter10-24","otter_oth.3AN","NEP3-4",6.51693329320601,"main"
2021,"3AN","NO","NO_Otter10-24","otter_oth.3AN","NEP3-4",15.3365063468816,"main"
2022,"3AN","NO","NO_Otter10-24","otter_oth.3AN","NEP3-4",18.899103490165,"main"
2015,"3AN","NO","NO_Otter10-24","otter_oth.3AN","PLE-NS",4.517,"main"
2016,"3AN","NO","NO_Otter10-24","otter_oth.3AN","PLE-NS",0.07,"main"
2017,"3AN","NO","NO_Otter10-24","otter_oth.3AN","PLE-NS",0.140522655079354,"main"
2018,"3AN","NO","NO_Otter10-24","otter_oth.3AN","PLE-NS",0.0779333333333333,"main"
2019,"3AN","NO","NO_Otter10-24","otter_oth.3AN","PLE-NS",0.0187411764705882,"main"
2020,"3AN","NO","NO_Otter10-24","otter_oth.3AN","PLE-NS",0.0785084745762712,"main"
2021,"3AN","NO","NO_Otter10-24","otter_oth.3AN","PLE-NS",0.0158020247521223,"main"
2022,"3AN","NO","NO_Otter10-24","otter_oth.3AN","PLE-NS",0.0235351634398836,"main"
2015,"3AN","NO","NO_Otter10-24","otter_oth.3AN","POK",0.042,"main"
2016,"3AN","NO","NO_Otter10-24","otter_oth.3AN","POK",0.236399546441599,"main"
2017,"3AN","NO","NO_Otter10-24","otter_oth.3AN","POK",0.0826363636363636,"main"
2018,"3AN","NO","NO_Otter10-24","otter_oth.3AN","POK",0.017,"main"
2019,"3AN","NO","NO_Otter10-24","otter_oth.3AN","POK",0.0401585326953748,"main"
2020,"3AN","NO","NO_Otter10-24","otter_oth.3AN","POK",0.391122293878792,"main"
2021,"3AN","NO","NO_Otter10-24","otter_oth.3AN","POK",1.69929232157687,"main"
2022,"3AN","NO","NO_Otter10-24","otter_oth.3AN","POK",1.80742806200946,"main"
2016,"3AN","NO","NO_Otter10-24","otter_oth.3AN","WIT",0.006,"main"
2017,"3AN","NO","NO_Otter10-24","otter_oth.3AN","WIT",0.0314444444444444,"main"
2018,"3AN","NO","NO_Otter10-24","otter_oth.3AN","WIT",0.003,"main"
2019,"3AN","NO","NO_Otter10-24","otter_oth.3AN","WIT",0.0358746081504702,"main"
2020,"3AN","NO","NO_Otter10-24","otter_oth.3AN","WIT",0.1668,"main"
2021,"3AN","NO","NO_Otter10-24","otter_oth.3AN","WIT",0.0628636914261183,"main"
2022,"3AN","NO","NO_Otter10-24","otter_oth.3AN","WIT",0.0689527081309578,"main"
2017,"4","NO","NO_Otter10-24","otter_oth.4","COD-NS",2.48771119921766,"main"
2019,"4","NO","NO_Otter10-24","otter_oth.4","COD-NS",0.0998447086050915,"main"
2020,"4","NO","NO_Otter10-24","otter_oth.4","COD-NS",0.1179311942959,"main"
2022,"4","NO","NO_Otter10-24","otter_oth.4","COD-NS",0.4723478474877,"main"
2017,"4","NO","NO_Otter10-24","otter_oth.4","HAD",0.170652631578948,"main"
2022,"4","NO","NO_Otter10-24","otter_oth.4","HAD",0.0293437916414294,"main"
2017,"4","NO","NO_Otter10-24","otter_oth.4","NEP32",0.282532019704433,"main"
2019,"4","NO","NO_Otter10-24","otter_oth.4","NEP32",0.002,"main"
2022,"4","NO","NO_Otter10-24","otter_oth.4","NEP32",0.0118496732026144,"main"
2017,"4","NO","NO_Otter10-24","otter_oth.4","PLE-NS",0.021,"main"
2022,"4","NO","NO_Otter10-24","otter_oth.4","PLE-NS",0.006,"main"
2017,"4","NO","NO_Otter10-24","otter_oth.4","POK",3.76997044894111,"main"
2018,"4","NO","NO_Otter10-24","otter_oth.4","POK",0.06,"main"
2019,"4","NO","NO_Otter10-24","otter_oth.4","POK",0.0946809030773655,"main"
2020,"4","NO","NO_Otter10-24","otter_oth.4","POK",0.124792207792208,"main"
2022,"4","NO","NO_Otter10-24","otter_oth.4","POK",0.896798209075165,"main"
2017,"4","NO","NO_Otter10-24","otter_oth.4","WHG-NS",0.106794258373206,"main"
2017,"4","NO","NO_Otter10-24","otter_oth.4","WIT",0.259958161787766,"main"
2020,"4","NO","NO_Otter10-24","otter_oth.4","WIT",0.005,"main"
2022,"4","NO","NO_Otter10-24","otter_oth.4","WIT",0.0487233050521805,"main"
2016,"3AN","NO","NO_Otter10-24","TR1.3AN","BLL",0.00693333333333333,"main"
2017,"3AN","NO","NO_Otter10-24","TR1.3AN","BLL",0.0109565217391304,"main"
2022,"3AN","NO","NO_Otter10-24","TR1.3AN","BLL",0.027,"main"
2015,"3AN","NO","NO_Otter10-24","TR1.3AN","COD-NS",7.14414086422087,"main"
2016,"3AN","NO","NO_Otter10-24","TR1.3AN","COD-NS",25.1803631638278,"main"
2017,"3AN","NO","NO_Otter10-24","TR1.3AN","COD-NS",9.13007185702514,"main"
2018,"3AN","NO","NO_Otter10-24","TR1.3AN","COD-NS",3.41791173195825,"main"
2019,"3AN","NO","NO_Otter10-24","TR1.3AN","COD-NS",1.75869995684406,"main"
2020,"3AN","NO","NO_Otter10-24","TR1.3AN","COD-NS",0.609051717440682,"main"
2021,"3AN","NO","NO_Otter10-24","TR1.3AN","COD-NS",0.099137460152128,"main"
2022,"3AN","NO","NO_Otter10-24","TR1.3AN","COD-NS",2.53483015949252,"main"
2015,"3AN","NO","NO_Otter10-24","TR1.3AN","HAD",3.84159723919187,"main"
2016,"3AN","NO","NO_Otter10-24","TR1.3AN","HAD",10.2217963480953,"main"
2017,"3AN","NO","NO_Otter10-24","TR1.3AN","HAD",5.54599354712747,"main"
2018,"3AN","NO","NO_Otter10-24","TR1.3AN","HAD",0.240492160278746,"main"
2019,"3AN","NO","NO_Otter10-24","TR1.3AN","HAD",0.261122359397927,"main"
2020,"3AN","NO","NO_Otter10-24","TR1.3AN","HAD",0.0973450973146095,"main"
2021,"3AN","NO","NO_Otter10-24","TR1.3AN","HAD",0.008,"main"
2022,"3AN","NO","NO_Otter10-24","TR1.3AN","HAD",23.8497336961229,"main"
2015,"3AN","NO","NO_Otter10-24","TR1.3AN","NEP3-4",0.52,"main"
2016,"3AN","NO","NO_Otter10-24","TR1.3AN","NEP3-4",0.607,"main"
2017,"3AN","NO","NO_Otter10-24","TR1.3AN","NEP3-4",0.278,"main"
2018,"3AN","NO","NO_Otter10-24","TR1.3AN","NEP3-4",0.274,"main"
2019,"3AN","NO","NO_Otter10-24","TR1.3AN","NEP3-4",0.0575698924731183,"main"
2020,"3AN","NO","NO_Otter10-24","TR1.3AN","NEP3-4",0.0464263565891473,"main"
2021,"3AN","NO","NO_Otter10-24","TR1.3AN","NEP3-4",0.0545372141372141,"main"
2022,"3AN","NO","NO_Otter10-24","TR1.3AN","NEP3-4",0.333610909090909,"main"
2015,"3AN","NO","NO_Otter10-24","TR1.3AN","PLE-NS",5.66481365067236,"main"
